epoch,step,test_loss,train_loss
0,49,,57.950923919677734
0,99,,56.77436828613281
0,149,,56.13285827636719
0,199,,59.05902099609375
0,249,,58.59493637084961
0,299,,58.14717102050781
0,349,,63.50937271118164
0,399,,57.12059020996094
0,449,,62.080322265625
0,499,,53.24333953857422
0,549,,59.333229064941406
0,572,56.36613082885742,
