epoch,step,test_loss,train_loss,val_loss
0,49,,0.01643051952123642,
0,99,,0.007237924728542566,
0,149,,0.0027271367143839598,
0,199,,0.0016589869046583772,
0,249,,0.0018285681726410985,
0,299,,0.00101316103246063,
0,349,,0.0006728905718773603,
0,399,,0.00032886266126297414,
0,449,,0.0008883122354745865,
0,499,,0.0008414187468588352,
0,549,,0.0003070013481192291,
0,599,,0.00033678251202218235,
0,649,,0.0002730830747168511,
0,699,,0.0002595369005575776,
0,749,,0.0002947374014183879,
0,799,,0.000348685949575156,
0,849,,0.0002542254514992237,
0,899,,0.000271212455118075,
0,949,,0.0003163815417792648,
0,999,,0.00013037990720476955,
0,1049,,0.00020862654491793364,
0,1099,,0.0001978331129066646,
0,1149,,0.00016317998233716935,
0,1199,,0.0003321600961498916,
0,1249,,9.083770419238135e-05,
0,1299,,0.00018586189253255725,
0,1349,,0.00028946713428013027,
0,1399,,0.00014703463239129633,
0,1449,,0.0001878717594081536,
0,1499,,0.00012458095443435013,
0,1549,,0.00019881836487911642,
0,1599,,0.00016979934298433363,
0,1649,,0.00010595817730063573,
0,1699,,0.00022898727911524475,
0,1749,,0.00019074574811384082,
0,1799,,8.941978012444451e-05,
0,1849,,0.00011278956662863493,
0,1899,,0.00014175479009281844,
0,1949,,0.00015078323485795408,
0,1999,,0.0001494563912274316,
0,2049,,0.00010242727148579434,
0,2099,,6.884431786602363e-05,
0,2149,,0.00021391238260548562,
0,2199,,5.599986616289243e-05,
0,2249,,0.00018711437587626278,
0,2299,,0.00010775351256597787,
0,2349,,0.0003770917246583849,
0,2399,,0.00010093720629811287,
0,2449,,0.0002691859262995422,
0,2499,,0.00018570813699625432,
0,2499,,,0.0001675690000411123
1,2549,,0.0002417083305772394,
1,2599,,9.524496272206306e-05,
1,2649,,7.461066707037389e-05,
1,2699,,8.630973024992272e-05,
1,2749,,0.00013942213263362646,
1,2799,,9.759322711033747e-05,
1,2849,,0.00011857247591251507,
1,2899,,0.00011799640924436972,
1,2949,,9.728340955916792e-05,
1,2999,,0.0001712184603093192,
1,3049,,9.9696044344455e-05,
1,3099,,7.449768600054085e-05,
1,3149,,9.398783731739968e-05,
1,3199,,8.285560761578381e-05,
1,3249,,0.0002077418757835403,
1,3299,,9.762450645212084e-05,
1,3349,,0.000240945621044375,
1,3399,,9.020562720252201e-05,
1,3449,,7.406184158753604e-05,
1,3499,,7.22877521184273e-05,
1,3549,,8.671588147990406e-05,
1,3599,,7.487955735996366e-05,
1,3649,,8.749204425839707e-05,
1,3699,,0.00010394852142781019,
1,3749,,5.6218319514300674e-05,
1,3799,,8.13864462543279e-05,
1,3849,,7.722093869233504e-05,
1,3899,,7.618161180289462e-05,
1,3949,,5.521894127014093e-05,
1,3999,,9.177392348647118e-05,
1,4049,,8.831734157865867e-05,
1,4099,,4.136170173296705e-05,
1,4149,,9.286674321629107e-05,
1,4199,,9.063247125595808e-05,
1,4249,,7.185143476817757e-05,
1,4299,,9.101270552491769e-05,
1,4349,,5.457067527459003e-05,
1,4399,,6.632356235058978e-05,
1,4449,,3.476556230452843e-05,
1,4499,,8.63005334394984e-05,
1,4549,,7.545579865109175e-05,
1,4599,,0.00010751184890978038,
1,4649,,0.00011896972137037665,
1,4699,,7.240721606649458e-05,
1,4749,,5.6456316087860614e-05,
1,4799,,0.0001071840088116005,
1,4849,,8.137933764373884e-05,
1,4899,,9.284035331802443e-05,
1,4949,,6.664867396466434e-05,
1,4999,,7.986150740180165e-05,
1,4999,,,8.378110214835033e-05
2,5049,,0.00011538036051206291,
2,5099,,0.00011026300489902496,
2,5149,,5.085950033389963e-05,
2,5199,,4.027487011626363e-05,
2,5249,,7.415439904434606e-05,
2,5299,,0.00010439736797707155,
2,5349,,3.227817069273442e-05,
